system,T_K,X_Cu,X_M,X_O,stable_phases,num_phases,dominant_phase,GM_system,notes
Cu-Al-O,1800,0.267895,0.431579,0.300526,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-262632.51557812694,
Cu-Al-O,1800,0.267895,0.395263,0.336842,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-278121.24388567667,
Cu-Al-O,1800,0.267895,0.358947,0.373158,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-293005.04543240124,
Cu-Al-O,1800,0.267895,0.322632,0.409474,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-306740.05485962384,
Cu-Al-O,1800,0.267895,0.286316,0.445789,CORUNDUM#1; IONIC_LIQ#1; IONIC_LIQ#2,3,CORUNDUM#1,-314065.67699678283,
Cu-Al-O,1800,0.267895,0.25,0.482105,CORUNDUM#1; IONIC_LIQ#1; IONIC_LIQ#2,3,CORUNDUM#1,-303197.9014440025,
Cu-Al-O,1800,0.267895,0.213684,0.518421,CORUNDUM#1; GAS#1; IONIC_LIQ#2,3,CORUNDUM#1,-289117.9788745483,
Cu-Al-O,1800,0.267895,0.177368,0.554737,CORUNDUM#1; GAS#1; IONIC_LIQ#2,3,CORUNDUM#1,-272896.29999644845,
Cu-Al-O,1800,0.267895,0.141053,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-256645.2055600435,
Cu-Al-O,1800,0.267895,0.104737,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-240283.6460283689,
Cu-Al-O,1800,0.267895,0.068421,0.663684,GAS#1; IONIC_LIQ#2,2,GAS#1,-223738.22111444158,
Cu-Al-O,1800,0.267895,0.032105,0.7,GAS#1; IONIC_LIQ#2,2,GAS#1,-206883.60847317686,
Cu-Al-O,1800,0.293684,0.696316,0.01,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-132947.19308634993,
Cu-Al-O,1800,0.293684,0.66,0.046316,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-149503.45886689794,
Cu-Al-O,1800,0.293684,0.623684,0.082632,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-166006.37724517274,
Cu-Al-O,1800,0.293684,0.587368,0.118947,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-182443.08316225692,
Cu-Al-O,1800,0.293684,0.551053,0.155263,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-198795.79544187634,
Cu-Al-O,1800,0.293684,0.514737,0.191579,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-215039.1442502322,
Cu-Al-O,1800,0.293684,0.478421,0.227895,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-231135.53101226888,
Cu-Al-O,1800,0.293684,0.442105,0.264211,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-247026.59794745952,
Cu-Al-O,1800,0.293684,0.405789,0.300526,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-262616.383505481,
Cu-Al-O,1800,0.293684,0.369474,0.336842,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-277734.7625519936,
Cu-Al-O,1800,0.293684,0.333158,0.373158,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-292046.0355814636,
Cu-Al-O,1800,0.293684,0.296842,0.409474,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-304737.664175603,
Cu-Al-O,1800,0.293684,0.260526,0.445789,CORUNDUM#1; IONIC_LIQ#1; IONIC_LIQ#2,3,CORUNDUM#1,-302211.036683664,
Cu-Al-O,1800,0.293684,0.224211,0.482105,CORUNDUM#1; IONIC_LIQ#1; IONIC_LIQ#2,3,CORUNDUM#1,-291343.26113088586,
Cu-Al-O,1800,0.293684,0.187895,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-275796.31834359403,
Cu-Al-O,1800,0.293684,0.151579,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-259535.73117428366,
Cu-Al-O,1800,0.293684,0.115263,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-243169.99243039903,
Cu-Al-O,1800,0.293684,0.078947,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-226637.99856800953,
Cu-Al-O,1800,0.293684,0.042632,0.663684,GAS#1; IONIC_LIQ#2,2,GAS#1,-209841.39589184633,
Cu-Al-O,1800,0.319474,0.670526,0.01,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-133890.1315165066,
Cu-Al-O,1800,0.319474,0.634211,0.046316,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-150376.62864995224,
Cu-Al-O,1800,0.319474,0.597895,0.082632,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-166799.01991650378,
Cu-Al-O,1800,0.319474,0.561579,0.118947,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-183141.3157114084,
Cu-Al-O,1800,0.319474,0.525263,0.155263,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-199381.25347670866,
Cu-Al-O,1800,0.319474,0.488947,0.191579,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-215486.81045328674,
Cu-Al-O,1800,0.319474,0.452632,0.227895,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-231410.09213258527,
Cu-Al-O,1800,0.319474,0.416316,0.264211,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-247075.96278381662,
Cu-Al-O,1800,0.319474,0.38,0.300526,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-262359.21481058514,
Cu-Al-O,1800,0.319474,0.343684,0.336842,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-277033.564110642,
Cu-Al-O,1800,0.319474,0.307368,0.373158,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-290634.824712528,
Cu-Al-O,1800,0.319474,0.271053,0.409474,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-301160.43824019877,
Cu-Al-O,1800,0.319474,0.234737,0.445789,CORUNDUM#1; IONIC_LIQ#1; IONIC_LIQ#2,3,CORUNDUM#1,-290356.39637054445,
Cu-Al-O,1800,0.319474,0.198421,0.482105,IONIC_LIQ#2,1,IONIC_LIQ#2,-278695.12498360313,
Cu-Al-O,1800,0.319474,0.162105,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-262425.64615212946,
Cu-Al-O,1800,0.319474,0.125789,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-246056.3184846545,
Cu-Al-O,1800,0.319474,0.089474,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-229535.23579891823,
Cu-Al-O,1800,0.319474,0.053158,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-212782.72254034417,
Cu-Al-O,1800,0.319474,0.016842,0.663684,GAS#1; IONIC_LIQ#2,2,GAS#1,-195622.5404457184,
Cu-Al-O,1800,0.345263,0.644737,0.01,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-134743.470255428,
Cu-Al-O,1800,0.345263,0.608421,0.046316,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-151153.15645928343,
Cu-Al-O,1800,0.345263,0.572105,0.082632,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-167486.34526665477,
Cu-Al-O,1800,0.345263,0.535789,0.118947,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-183723.3452485269,
Cu-Al-O,1800,0.345263,0.499474,0.155263,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-199836.5481580759,
Cu-Al-O,1800,0.345263,0.463158,0.191579,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-215785.93196218184,
Cu-Al-O,1800,0.345263,0.426842,0.227895,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-231511.10098732216,
Cu-Al-O,1800,0.345263,0.390526,0.264211,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-246916.27650451733,
Cu-Al-O,1800,0.345263,0.354211,0.300526,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-261839.50745841532,
Cu-Al-O,1800,0.345263,0.317895,0.336842,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-275980.874733389,
Cu-Al-O,1800,0.345263,0.281579,0.373158,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-288681.7971815187,
Cu-Al-O,1800,0.345263,0.245263,0.409474,CORUNDUM#1; IONIC_LIQ#1; IONIC_LIQ#2,3,CORUNDUM#1,-289369.5316102059,
Cu-Al-O,1800,0.345263,0.208947,0.445789,CORUNDUM#1; IONIC_LIQ#1; IONIC_LIQ#2,3,CORUNDUM#1,-278501.7560574272,
Cu-Al-O,1800,0.345263,0.172632,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-265315.0714444169,
Cu-Al-O,1800,0.345263,0.136316,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-248942.6288251361,
Cu-Al-O,1800,0.345263,0.1,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-232430.58493249063,
Cu-Al-O,1800,0.345263,0.063684,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-215712.87195535298,
Cu-Al-O,1800,0.345263,0.027368,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-198663.33097736412,
Cu-Al-O,1800,0.371053,0.618947,0.01,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-135505.82066974742,
Cu-Al-O,1800,0.371053,0.582632,0.046316,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-151830.97989298808,
Cu-Al-O,1800,0.371053,0.546316,0.082632,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-168065.42324723152,
Cu-Al-O,1800,0.371053,0.51,0.118947,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-184185.09878341368,
Cu-Al-O,1800,0.371053,0.473684,0.155263,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-200156.05822507595,
Cu-Al-O,1800,0.371053,0.437368,0.191579,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-215928.71355401157,
Cu-Al-O,1800,0.371053,0.401053,0.227895,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-231427.55682723553,
Cu-Al-O,1800,0.371053,0.364737,0.264211,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-246531.45244440832,
Cu-Al-O,1800,0.371053,0.328421,0.300526,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-261032.00584577184,
Cu-Al-O,1800,0.371053,0.292105,0.336842,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-274529.439292412,
Cu-Al-O,1800,0.371053,0.255789,0.373158,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-285979.8216723452,
Cu-Al-O,1800,0.371053,0.219474,0.409474,CORUNDUM#1; IONIC_LIQ#1; IONIC_LIQ#2,3,CORUNDUM#1,-277514.8912970861,
Cu-Al-O,1800,0.371053,0.183158,0.445789,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-266629.4552731598,
Cu-Al-O,1800,0.371053,0.146842,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-251828.9267781102,
Cu-Al-O,1800,0.371053,0.110526,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-235324.4923382564,
Cu-Al-O,1800,0.371053,0.074211,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-218635.01114388148,
Cu-Al-O,1800,0.371053,0.037895,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-201664.18770932744,
Cu-Al-O,1800,0.396842,0.593158,0.01,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-136175.29196456398,
Cu-Al-O,1800,0.396842,0.556842,0.046316,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-152407.4901870223,
Cu-Al-O,1800,0.396842,0.520526,0.082632,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-168532.71592728235,
Cu-Al-O,1800,0.396842,0.484211,0.118947,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-184521.80627323975,
Cu-Al-O,1800,0.396842,0.447895,0.155263,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-200333.32892691196,
Cu-Al-O,1800,0.396842,0.411579,0.191579,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-215906.30134159152,
Cu-Al-O,1800,0.396842,0.375263,0.227895,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-231146.98462639758,
Cu-Al-O,1800,0.396842,0.338947,0.264211,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-245903.0138749733,
Cu-Al-O,1800,0.396842,0.302632,0.300526,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-259906.3157445576,
Cu-Al-O,1800,0.396842,0.266316,0.336842,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-272610.9587395469,
Cu-Al-O,1800,0.396842,0.23,0.373158,CORUNDUM#1; IONIC_LIQ#1; IONIC_LIQ#2,3,CORUNDUM#1,-276528.02653674764,
Cu-Al-O,1800,0.396842,0.193684,0.409474,CORUNDUM#1; IONIC_LIQ#1; IONIC_LIQ#2,3,CORUNDUM#1,-265660.2509839671,
Cu-Al-O,1800,0.396842,0.157368,0.445789,IONIC_LIQ#2,1,IONIC_LIQ#2,-254439.09451153222,
Cu-Al-O,1800,0.396842,0.121053,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-238217.27398357552,
Cu-Al-O,1800,0.396842,0.084737,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-221551.18359496008,
Cu-Al-O,1800,0.396842,0.048421,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-204640.33624381316,
Cu-Al-O,1800,0.396842,0.012105,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-187276.8893848442,
Cu-Al-O,1800,0.422632,0.567368,0.01,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-136749.54811289068,
Cu-Al-O,1800,0.422632,0.531053,0.046316,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-152879.58573808678,
Cu-Al-O,1800,0.422632,0.494737,0.082632,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-168884.12514877284,
Cu-Al-O,1800,0.422632,0.458421,0.118947,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-184728.03747645373,
Cu-Al-O,1800,0.422632,0.422105,0.155263,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-200361.08720859722,
Cu-Al-O,1800,0.422632,0.385789,0.191579,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-215708.74918215317,
Cu-Al-O,1800,0.422632,0.349474,0.227895,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-230655.2722085259,
Cu-Al-O,1800,0.422632,0.313158,0.264211,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-245009.49061159298,
Cu-Al-O,1800,0.422632,0.276842,0.300526,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-258423.95477908393,
Cu-Al-O,1800,0.422632,0.240526,0.336842,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-270093.27442205243,
Cu-Al-O,1800,0.422632,0.204211,0.373158,CORUNDUM#1; IONIC_LIQ#1; IONIC_LIQ#2,3,CORUNDUM#1,-264673.38622362824,
Cu-Al-O,1800,0.422632,0.167895,0.409474,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-253793.32078104038,
Cu-Al-O,1800,0.422632,0.131579,0.445789,GAS#1; IONIC_LIQ#2,2,GAS#1,-241109.1598525344,
Cu-Al-O,1800,0.422632,0.095263,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-224462.77867053417,
Cu-Al-O,1800,0.422632,0.058947,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-207599.58640858656,
Cu-Al-O,1800,0.422632,0.022632,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-190378.74408920697,
Cu-Al-O,1800,0.448421,0.541579,0.01,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-137225.84794519516,
Cu-Al-O,1800,0.448421,0.505263,0.046316,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-153243.7079262375,
Cu-Al-O,1800,0.448421,0.468947,0.082632,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-169115.02080544614,
Cu-Al-O,1800,0.448421,0.432632,0.118947,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-184797.71587069205,
Cu-Al-O,1800,0.448421,0.396316,0.155263,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-200231.22550777506,
Cu-Al-O,1800,0.448421,0.36,0.191579,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-215324.9303265862,
Cu-Al-O,1800,0.448421,0.323684,0.227895,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-229936.3721159305,
Cu-Al-O,1800,0.448421,0.287368,0.264211,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-243825.28636600616,
Cu-Al-O,1800,0.448421,0.251053,0.300526,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-256531.05003619255,
Cu-Al-O,1800,0.448421,0.214737,0.336842,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-263685.6275420042,
Cu-Al-O,1800,0.448421,0.178421,0.373158,CORUNDUM#1; IONIC_LIQ#1; IONIC_LIQ#2,3,CORUNDUM#1,-252818.74591050792,
Cu-Al-O,1800,0.448421,0.142105,0.409474,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-241677.8243974321,
Cu-Al-O,1800,0.448421,0.105789,0.445789,GAS#1; IONIC_LIQ#2,2,GAS#1,-227370.77905282573,
Cu-Al-O,1800,0.448421,0.069474,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-210546.56534806386,
Cu-Al-O,1800,0.448421,0.033158,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-193423.89125357097,
Cu-Al-O,1800,0.474211,0.515789,0.01,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-137601.07259745043,
Cu-Al-O,1800,0.474211,0.479474,0.046316,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-153495.86316447676,
Cu-Al-O,1800,0.474211,0.443158,0.082632,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-169220.2530669204,
Cu-Al-O,1800,0.474211,0.406842,0.118947,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-184724.11145215624,
Cu-Al-O,1800,0.474211,0.370526,0.155263,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-199934.75167713765,
Cu-Al-O,1800,0.474211,0.334211,0.191579,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-214742.37687216708,
Cu-Al-O,1800,0.474211,0.297895,0.227895,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-228971.78134718217,
Cu-Al-O,1800,0.474211,0.261579,0.264211,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-242318.40316633237,
Cu-Al-O,1800,0.474211,0.225263,0.300526,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-254133.83667785194,
Cu-Al-O,1800,0.474211,0.188947,0.336842,CORUNDUM#1; IONIC_LIQ#1; IONIC_LIQ#2,3,CORUNDUM#1,-251831.8811501702,
Cu-Al-O,1800,0.474211,0.152632,0.373158,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-240956.47082647143,
Cu-Al-O,1800,0.474211,0.116316,0.409474,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-229245.31387319948,
Cu-Al-O,1800,0.474211,0.08,0.445789,GAS#1; IONIC_LIQ#2,2,GAS#1,-213484.262796477,
Cu-Al-O,1800,0.474211,0.043684,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-196435.48412620497,
Cu-Al-O,1800,0.5,0.49,0.01,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-137871.74295076993,
Cu-Al-O,1800,0.5,0.453684,0.046316,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-153631.63343081248,
Cu-Al-O,1800,0.5,0.417368,0.082632,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-169194.14992397095,
Cu-Al-O,1800,0.5,0.381053,0.118947,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-184499.81148356808,
Cu-Al-O,1800,0.5,0.344737,0.155263,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-199461.69698492496,
Cu-Al-O,1800,0.5,0.308421,0.191579,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-213947.01142998046,
Cu-Al-O,1800,0.5,0.272105,0.227895,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-227739.61121944536,
Cu-Al-O,1800,0.5,0.235789,0.264211,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-240445.21255889762,
Cu-Al-O,1800,0.5,0.199474,0.300526,CORUNDUM#1; IONIC_LIQ#1,2,CORUNDUM#1,-250659.47193286638,
Cu-Al-O,1800,0.5,0.163158,0.336842,CORUNDUM#1; IONIC_LIQ#1; IONIC_LIQ#2,3,CORUNDUM#1,-239977.2408370517,
Cu-Al-O,1800,0.5,0.126842,0.373158,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-228845.20067255737,
Cu-Al-O,1800,0.5,0.090526,0.409474,IONIC_LIQ#2,1,IONIC_LIQ#2,-216266.94662870196,
Cu-Al-O,1800,0.5,0.054211,0.445789,GAS#1; IONIC_LIQ#2,2,GAS#1,-199424.4276586964,
Cu-Al-O,1800,0.5,0.017895,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-182042.7531062743,
Cu-Mn-O,1800,0.01,0.98,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-123511.81141944129,
Cu-Mn-O,1800,0.01,0.943684,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-135889.86623259255,
Cu-Mn-O,1800,0.01,0.907368,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-148266.98114724198,
Cu-Mn-O,1800,0.01,0.871053,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-160642.9870000396,
Cu-Mn-O,1800,0.01,0.834737,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-173017.66437927476,
Cu-Mn-O,1800,0.01,0.798421,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-185390.72150186746,
Cu-Mn-O,1800,0.01,0.762105,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-197761.75838152593,
Cu-Mn-O,1800,0.01,0.725789,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-210130.20562028693,
Cu-Mn-O,1800,0.01,0.689474,0.300526,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-222495.21260374394,
Cu-Mn-O,1800,0.01,0.653158,0.336842,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-234855.42463871557,
Cu-Mn-O,1800,0.01,0.616842,0.373158,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-247208.48237192712,
Cu-Mn-O,1800,0.01,0.580526,0.409474,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-259549.68117674784,
Cu-Mn-O,1800,0.01,0.544211,0.445789,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-271867.1385790468,
Cu-Mn-O,1800,0.01,0.507895,0.482105,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-284104.4560670954,
Cu-Mn-O,1800,0.01,0.471579,0.518421,HALITE#1; IONIC_LIQ#2,2,HALITE#1,-287699.2375014418,
Cu-Mn-O,1800,0.01,0.435263,0.554737,HALITE#1; IONIC_LIQ#2; SPINEL#1,3,HALITE#1,-283618.4322844645,
Cu-Mn-O,1800,0.01,0.398947,0.591053,GAS#1; IONIC_LIQ#2; SPINEL#1,3,GAS#1,-278047.3115397435,
Cu-Mn-O,1800,0.01,0.362632,0.627368,GAS#1; IONIC_LIQ#2; SPINEL#1,3,GAS#1,-272018.8134913159,
Cu-Mn-O,1800,0.01,0.326316,0.663684,GAS#1; IONIC_LIQ#2; SPINEL#1,3,GAS#1,-265990.31544288807,
Cu-Mn-O,1800,0.01,0.29,0.7,GAS#1; IONIC_LIQ#2; SPINEL#1,3,GAS#1,-259961.81739446067,
Cu-Mn-O,1800,0.035789,0.954211,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-124721.51566367423,
Cu-Mn-O,1800,0.035789,0.917895,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-137071.22680185223,
Cu-Mn-O,1800,0.035789,0.881579,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-149417.7385435005,
Cu-Mn-O,1800,0.035789,0.845263,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-161760.4870902685,
Cu-Mn-O,1800,0.035789,0.808947,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-174098.74382543392,
Cu-Mn-O,1800,0.035789,0.772632,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-186431.54330823905,
Cu-Mn-O,1800,0.035789,0.736316,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-198757.56642056632,
Cu-Mn-O,1800,0.035789,0.7,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-211074.9395370535,
Cu-Mn-O,1800,0.035789,0.663684,0.300526,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-223380.86258469438,
Cu-Mn-O,1800,0.035789,0.627368,0.336842,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-235670.84595329966,
Cu-Mn-O,1800,0.035789,0.591053,0.373158,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-247936.89029190212,
Cu-Mn-O,1800,0.035789,0.554737,0.409474,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-260161.92598456756,
Cu-Mn-O,1800,0.035789,0.518421,0.445789,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-272292.16320216324,
Cu-Mn-O,1800,0.035789,0.482105,0.482105,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-283566.31123687647,
Cu-Mn-O,1800,0.035789,0.445789,0.518421,HALITE#1; IONIC_LIQ#2,2,HALITE#1,-282757.8992641727,
Cu-Mn-O,1800,0.035789,0.409474,0.554737,IONIC_LIQ#2; SPINEL#1,2,IONIC_LIQ#2,-278335.17536562297,
Cu-Mn-O,1800,0.035789,0.373158,0.591053,GAS#1; IONIC_LIQ#2; SPINEL#1,3,GAS#1,-272308.9858141081,
Cu-Mn-O,1800,0.035789,0.336842,0.627368,GAS#1; IONIC_LIQ#2; SPINEL#1,3,GAS#1,-266280.48776568065,
Cu-Mn-O,1800,0.035789,0.300526,0.663684,GAS#1; IONIC_LIQ#2; SPINEL#1,3,GAS#1,-260251.9897172529,
Cu-Mn-O,1800,0.035789,0.264211,0.7,GAS#1; IONIC_LIQ#2; SPINEL#1,3,GAS#1,-254223.49166882492,
