system,T_K,X_Cu,X_M,X_O,stable_phases,num_phases,dominant_phase,GM_system,notes
Cu-Mn-O,1800,0.061579,0.928421,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-125640.31452878616,
Cu-Mn-O,1800,0.061579,0.892105,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-137962.8466508824,
Cu-Mn-O,1800,0.061579,0.855789,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-150280.0639412819,
Cu-Mn-O,1800,0.061579,0.819474,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-162591.0306062225,
Cu-Mn-O,1800,0.061579,0.783158,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-174894.53225683782,
Cu-Mn-O,1800,0.061579,0.746842,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-187188.94864942585,
Cu-Mn-O,1800,0.061579,0.710526,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-199472.04075052417,
Cu-Mn-O,1800,0.061579,0.674211,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-211740.56825813267,
Cu-Mn-O,1800,0.061579,0.637895,0.300526,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-223989.53405571159,
Cu-Mn-O,1800,0.061579,0.601579,0.336842,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-236210.47952469313,
Cu-Mn-O,1800,0.061579,0.565263,0.373158,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-248386.80673527732,
Cu-Mn-O,1800,0.061579,0.528947,0.409474,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-260476.27866154222,
Cu-Mn-O,1800,0.061579,0.492632,0.445789,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-272295.7970916129,
Cu-Mn-O,1800,0.061579,0.456316,0.482105,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-279203.56991474866,
Cu-Mn-O,1800,0.061579,0.42,0.518421,IONIC_LIQ#2,1,IONIC_LIQ#2,-277809.68007562903,
Cu-Mn-O,1800,0.061579,0.383684,0.554737,GAS#1; IONIC_LIQ#2; SPINEL#1,3,GAS#1,-272599.1581369005,
Cu-Mn-O,1800,0.061579,0.347368,0.591053,GAS#1; IONIC_LIQ#2; SPINEL#1,3,GAS#1,-266570.6600884725,
Cu-Mn-O,1800,0.061579,0.311053,0.627368,GAS#1; IONIC_LIQ#2; SPINEL#1,3,GAS#1,-260542.16204004505,
Cu-Mn-O,1800,0.061579,0.274737,0.663684,GAS#1; IONIC_LIQ#2,2,GAS#1,-254513.57696501244,
Cu-Mn-O,1800,0.061579,0.238421,0.7,GAS#1; IONIC_LIQ#2,2,GAS#1,-248477.03604686182,
Cu-Mn-O,1800,0.087368,0.902632,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-126408.19584120497,
Cu-Mn-O,1800,0.087368,0.866316,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-138704.28129702847,
Cu-Mn-O,1800,0.087368,0.83,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-150992.96128947966,
Cu-Mn-O,1800,0.087368,0.793684,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-163272.90236799972,
Cu-Mn-O,1800,0.087368,0.757368,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-175542.35231141085,
Cu-Mn-O,1800,0.087368,0.721053,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-187798.93156528103,
Cu-Mn-O,1800,0.087368,0.684737,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-200039.26751925785,
Cu-Mn-O,1800,0.087368,0.648421,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-212258.29739280118,
Cu-Mn-O,1800,0.087368,0.612105,0.300526,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-224447.78529595077,
Cu-Mn-O,1800,0.087368,0.575789,0.336842,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-236592.66213476678,
Cu-Mn-O,1800,0.087368,0.539474,0.373158,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-248659.88157789878,
Cu-Mn-O,1800,0.087368,0.503158,0.409474,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-260551.6682568497,
Cu-Mn-O,1800,0.087368,0.466842,0.445789,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-271746.0054689382,
Cu-Mn-O,1800,0.087368,0.430526,0.482105,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-274543.0758557376,
Cu-Mn-O,1800,0.087368,0.394211,0.518421,IONIC_LIQ#2,1,IONIC_LIQ#2,-272614.56998814276,
Cu-Mn-O,1800,0.087368,0.357895,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-266855.9560960697,
Cu-Mn-O,1800,0.087368,0.321579,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-260812.60280580708,
Cu-Mn-O,1800,0.087368,0.285263,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-254757.21686731142,
Cu-Mn-O,1800,0.087368,0.248947,0.663684,GAS#1; IONIC_LIQ#2,2,GAS#1,-248687.04599034434,
Cu-Mn-O,1800,0.087368,0.212632,0.7,GAS#1; IONIC_LIQ#2,2,GAS#1,-242598.2497963168,
Cu-Mn-O,1800,0.113158,0.876842,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-127073.65488754271,
Cu-Mn-O,1800,0.113158,0.840526,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-139343.58561912173,
Cu-Mn-O,1800,0.113158,0.804211,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-151603.92255371678,
Cu-Mn-O,1800,0.113158,0.767895,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-163852.85886131288,
Cu-Mn-O,1800,0.113158,0.731579,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-176087.97391752523,
Cu-Mn-O,1800,0.113158,0.695263,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-188305.89553888637,
Cu-Mn-O,1800,0.113158,0.658947,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-200501.6805067784,
Cu-Mn-O,1800,0.113158,0.622632,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-212667.5724161986,
Cu-Mn-O,1800,0.113158,0.586316,0.300526,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-224790.2087878871,
Cu-Mn-O,1800,0.113158,0.55,0.336842,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-236843.31344215883,
Cu-Mn-O,1800,0.113158,0.513684,0.373158,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-248764.06861440942,
Cu-Mn-O,1800,0.113158,0.477368,0.409474,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-260346.88088981048,
Cu-Mn-O,1800,0.113158,0.441053,0.445789,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-269910.77322353283,
Cu-Mn-O,1800,0.113158,0.404737,0.482105,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-269882.58179672685,
Cu-Mn-O,1800,0.113158,0.368421,0.518421,IONIC_LIQ#2,1,IONIC_LIQ#2,-267050.6727631464,
Cu-Mn-O,1800,0.113158,0.332105,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-261021.01128222884,
Cu-Mn-O,1800,0.113158,0.295789,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-254938.7495870175,
Cu-Mn-O,1800,0.113158,0.259474,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-248839.93033328853,
Cu-Mn-O,1800,0.113158,0.223158,0.663684,GAS#1; IONIC_LIQ#2,2,GAS#1,-242720.56260826354,
Cu-Mn-O,1800,0.113158,0.186842,0.7,GAS#1; IONIC_LIQ#2,2,GAS#1,-236574.95478966722,
Cu-Mn-O,1800,0.138947,0.851053,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-127660.96727821381,
Cu-Mn-O,1800,0.138947,0.814737,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-139904.5861556218,
Cu-Mn-O,1800,0.138947,0.778421,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-152136.1992782372,
Cu-Mn-O,1800,0.138947,0.742105,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-164353.39882893066,
Cu-Mn-O,1800,0.138947,0.705789,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-176552.883576588,
Cu-Mn-O,1800,0.138947,0.669474,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-188729.9209144483,
Cu-Mn-O,1800,0.138947,0.633158,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-200877.32549559095,
Cu-Mn-O,1800,0.138947,0.596842,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-212983.33641193592,
Cu-Mn-O,1800,0.138947,0.560526,0.300526,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-225026.66749642263,
Cu-Mn-O,1800,0.138947,0.524211,0.336842,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-236963.0716847413,
Cu-Mn-O,1800,0.138947,0.487895,0.373158,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-248680.08822776616,
Cu-Mn-O,1800,0.138947,0.451579,0.409474,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-259777.98098717953,
Cu-Mn-O,1800,0.138947,0.415263,0.445789,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-265294.5634650957,
Cu-Mn-O,1800,0.138947,0.378947,0.482105,IONIC_LIQ#2,1,IONIC_LIQ#2,-265159.87537336035,
Cu-Mn-O,1800,0.138947,0.342632,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-261184.9637767038,
Cu-Mn-O,1800,0.138947,0.306316,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-255079.1670329836,
Cu-Mn-O,1800,0.138947,0.27,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-248955.5679144891,
Cu-Mn-O,1800,0.138947,0.233684,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-242810.15124039943,
Cu-Mn-O,1800,0.138947,0.197368,0.663684,GAS#1; IONIC_LIQ#2,2,GAS#1,-236637.3015203759,
Cu-Mn-O,1800,0.138947,0.161053,0.7,GAS#1; IONIC_LIQ#2,2,GAS#1,-230428.76801158313,
Cu-Mn-O,1800,0.164737,0.825263,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-128184.16072383837,
Cu-Mn-O,1800,0.164737,0.788947,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-140400.8525788037,
Cu-Mn-O,1800,0.164737,0.752632,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-152602.7736743045,
Cu-Mn-O,1800,0.164737,0.716316,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-164786.7338287472,
Cu-Mn-O,1800,0.164737,0.68,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-176948.25407467547,
Cu-Mn-O,1800,0.164737,0.643684,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-189080.732906316,
Cu-Mn-O,1800,0.164737,0.607368,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-201173.82387144896,
Cu-Mn-O,1800,0.164737,0.571053,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-213209.97963163757,
Cu-Mn-O,1800,0.164737,0.534737,0.300526,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-225156.1913982143,
Cu-Mn-O,1800,0.164737,0.498421,0.336842,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-236940.94572441498,
Cu-Mn-O,1800,0.164737,0.462105,0.373158,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-248373.44031899894,
Cu-Mn-O,1800,0.164737,0.425789,0.409474,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-258692.0843327471,
Cu-Mn-O,1800,0.164737,0.389474,0.445789,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-260634.0694060847,
Cu-Mn-O,1800,0.164737,0.353158,0.482105,IONIC_LIQ#2,1,IONIC_LIQ#2,-260118.88487058374,
Cu-Mn-O,1800,0.164737,0.316842,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-255190.3903912028,
Cu-Mn-O,1800,0.164737,0.280526,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-249045.09087278816,
Cu-Mn-O,1800,0.164737,0.244211,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-242877.14997318084,
Cu-Mn-O,1800,0.164737,0.207895,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-236681.1119169571,
Cu-Mn-O,1800,0.164737,0.171579,0.663684,GAS#1; IONIC_LIQ#2,2,GAS#1,-230449.12781173058,
Cu-Mn-O,1800,0.164737,0.135263,0.7,GAS#1; IONIC_LIQ#2,2,GAS#1,-224169.18837592215,
Cu-Mn-O,1800,0.190526,0.799474,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-128651.92451474443,
Cu-Mn-O,1800,0.190526,0.763158,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-140840.60696994732,
Cu-Mn-O,1800,0.190526,0.726842,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-153011.26757198793,
Cu-Mn-O,1800,0.190526,0.690526,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-165159.69657690718,
Cu-Mn-O,1800,0.190526,0.654211,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-177279.85147457954,
Cu-Mn-O,1800,0.190526,0.617895,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-189362.60517335613,
Cu-Mn-O,1800,0.190526,0.581579,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-201393.26660625837,
Cu-Mn-O,1800,0.190526,0.545263,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-213346.20364886193,
Cu-Mn-O,1800,0.190526,0.508947,0.300526,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-225171.73520536406,
Cu-Mn-O,1800,0.190526,0.472632,0.336842,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-236758.58842888646,
Cu-Mn-O,1800,0.190526,0.436316,0.373158,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-247794.75568606876,
Cu-Mn-O,1800,0.190526,0.4,0.409474,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-256045.98873173073,
Cu-Mn-O,1800,0.190526,0.363684,0.445789,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-255973.57534707367,
Cu-Mn-O,1800,0.190526,0.327368,0.482105,IONIC_LIQ#2,1,IONIC_LIQ#2,-254713.72895094068,
Cu-Mn-O,1800,0.190526,0.291053,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-249115.38246254335,
Cu-Mn-O,1800,0.190526,0.254737,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-242927.73025148537,
Cu-Mn-O,1800,0.190526,0.218421,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-236711.6705723347,
Cu-Mn-O,1800,0.190526,0.182105,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-230459.7825092965,
Cu-Mn-O,1800,0.190526,0.145789,0.663684,GAS#1; IONIC_LIQ#2,2,GAS#1,-224160.98435869458,
Cu-Mn-O,1800,0.190526,0.109474,0.7,GAS#1; IONIC_LIQ#2,2,GAS#1,-217797.35805927563,
Cu-Mn-O,1800,0.216316,0.773684,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-129069.7981450912,
Cu-Mn-O,1800,0.216316,0.737368,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-141228.91217891563,
Cu-Mn-O,1800,0.216316,0.701053,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-153366.1302552597,
Cu-Mn-O,1800,0.216316,0.664737,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-165475.92764598646,
Cu-Mn-O,1800,0.216316,0.628421,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-177550.2191679407,
Cu-Mn-O,1800,0.216316,0.592105,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-189576.53729604598,
Cu-Mn-O,1800,0.216316,0.555789,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-201534.3741293769,
Cu-Mn-O,1800,0.216316,0.519474,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-213387.1289051511,
Cu-Mn-O,1800,0.216316,0.483158,0.300526,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-225062.10082757726,
Cu-Mn-O,1800,0.216316,0.446842,0.336842,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-236391.29112867883,
Cu-Mn-O,1800,0.216316,0.410526,0.373158,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-246869.30766562227,
Cu-Mn-O,1800,0.216316,0.374211,0.409474,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-251385.55701544284,
Cu-Mn-O,1800,0.216316,0.337895,0.445789,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-251261.9899830545,
Cu-Mn-O,1800,0.216316,0.301579,0.482105,IONIC_LIQ#2,1,IONIC_LIQ#2,-248987.47378858214,
Cu-Mn-O,1800,0.216316,0.265263,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-242965.91938479277,
Cu-Mn-O,1800,0.216316,0.228947,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-236732.36853633448,
Cu-Mn-O,1800,0.216316,0.192632,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-230463.34750317747,
Cu-Mn-O,1800,0.216316,0.156316,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-224148.63273336788,
Cu-Mn-O,1800,0.216316,0.12,0.663684,GAS#1; IONIC_LIQ#2,2,GAS#1,-217772.18521937812,
Cu-Mn-O,1800,0.216316,0.083684,0.7,GAS#1; IONIC_LIQ#2,2,GAS#1,-211306.02580231783,
Cu-Mn-O,1800,0.242105,0.747895,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-129441.29825243933,
Cu-Mn-O,1800,0.242105,0.711579,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-141568.79830191494,
Cu-Mn-O,1800,0.242105,0.675263,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-153669.7639956921,
Cu-Mn-O,1800,0.242105,0.638947,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-165736.99897684786,
Cu-Mn-O,1800,0.242105,0.602632,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-177759.7968412111,
Cu-Mn-O,1800,0.242105,0.566316,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-189721.3628946644,
Cu-Mn-O,1800,0.242105,0.53,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-201593.57631123468,
Cu-Mn-O,1800,0.242105,0.493684,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-213325.29142366897,
Cu-Mn-O,1800,0.242105,0.457368,0.300526,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-224812.62149862933,
Cu-Mn-O,1800,0.242105,0.421053,0.336842,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-235806.74180761096,
Cu-Mn-O,1800,0.242105,0.384737,0.373158,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-245441.64420030577,
Cu-Mn-O,1800,0.242105,0.348421,0.409474,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-246725.0629564319,
Cu-Mn-O,1800,0.242105,0.312105,0.445789,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-246326.8079024396,
Cu-Mn-O,1800,0.242105,0.275789,0.482105,IONIC_LIQ#2,1,IONIC_LIQ#2,-242979.47149727994,
Cu-Mn-O,1800,0.242105,0.239474,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-236745.49984910013,
Cu-Mn-O,1800,0.242105,0.203158,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-230461.5582082394,
Cu-Mn-O,1800,0.242105,0.166842,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-224133.21668217686,
Cu-Mn-O,1800,0.242105,0.130526,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-217746.05118823764,
Cu-Mn-O,1800,0.242105,0.094211,0.663684,GAS#1; IONIC_LIQ#2,2,GAS#1,-211275.89143240495,
Cu-Mn-O,1800,0.242105,0.057895,0.7,GAS#1; IONIC_LIQ#2,2,GAS#1,-204675.7578949089,
Cu-Mn-O,1800,0.267895,0.722105,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-129768.55865762412,
Cu-Mn-O,1800,0.267895,0.685789,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-141861.90195064392,
Cu-Mn-O,1800,0.267895,0.649474,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-153923.16178504142,
Cu-Mn-O,1800,0.267895,0.613158,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-165943.0484245794,
Cu-Mn-O,1800,0.267895,0.576842,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-177907.5480767927,
Cu-Mn-O,1800,0.267895,0.540526,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-189794.3610198209,
Cu-Mn-O,1800,0.267895,0.504211,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-201565.5818594813,
Cu-Mn-O,1800,0.267895,0.467895,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-213151.08277690527,
Cu-Mn-O,1800,0.267895,0.431579,0.300526,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-224405.0524570924,
Cu-Mn-O,1800,0.267895,0.395263,0.336842,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-234960.25759113376,
Cu-Mn-O,1800,0.267895,0.358947,0.373158,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-242137.04462480085,
Cu-Mn-O,1800,0.267895,0.322632,0.409474,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-242063.92785152464,
Cu-Mn-O,1800,0.267895,0.286316,0.445789,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-241193.48292006034,
Cu-Mn-O,1800,0.267895,0.25,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-236752.68084726392,
Cu-Mn-O,1800,0.267895,0.213684,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-230455.6168133738,
Cu-Mn-O,1800,0.267895,0.177368,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-224115.4689003066,
Cu-Mn-O,1800,0.267895,0.141053,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-217719.20600239345,
Cu-Mn-O,1800,0.267895,0.104737,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-211245.73406953207,
Cu-Mn-O,1800,0.267895,0.068421,0.663684,GAS#1; IONIC_LIQ#2,2,GAS#1,-204656.34636015128,
Cu-Mn-O,1800,0.267895,0.032105,0.7,GAS#1; IONIC_LIQ#2,2,GAS#1,-197861.53170654958,
Cu-Mn-O,1800,0.293684,0.696316,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-130052.72059144285,
Cu-Mn-O,1800,0.293684,0.66,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-142108.85530963202,
Cu-Mn-O,1800,0.293684,0.623684,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-154126.29412232334,
Cu-Mn-O,1800,0.293684,0.587368,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-166093.1619468318,
Cu-Mn-O,1800,0.293684,0.551053,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-177991.33267153995,
Cu-Mn-O,1800,0.293684,0.514737,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-189791.6054180337,
Cu-Mn-O,1800,0.293684,0.478421,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-201443.6660742897,
Cu-Mn-O,1800,0.293684,0.442105,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-212852.8322478787,
Cu-Mn-O,1800,0.293684,0.405789,0.300526,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-223816.60785040722,
Cu-Mn-O,1800,0.293684,0.369474,0.336842,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-233779.28919904475,
Cu-Mn-O,1800,0.293684,0.333158,0.373158,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-237476.55056578986,
Cu-Mn-O,1800,0.293684,0.296842,0.409474,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-237246.92758635065,
Cu-Mn-O,1800,0.293684,0.260526,0.445789,IONIC_LIQ#2,1,IONIC_LIQ#2,-235776.82242069376,
Cu-Mn-O,1800,0.293684,0.224211,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-230446.38520402584,
Cu-Mn-O,1800,0.293684,0.187895,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-224095.9038238828,
Cu-Mn-O,1800,0.293684,0.151579,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-217691.8196928591,
Cu-Mn-O,1800,0.293684,0.115263,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-211215.55987645945,
Cu-Mn-O,1800,0.293684,0.078947,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-204634.6377750773,
Cu-Mn-O,1800,0.293684,0.042632,0.663684,GAS#1; IONIC_LIQ#2,2,GAS#1,-197880.66196114087,
Cu-Mn-O,1800,0.319474,0.670526,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-130294.18354954156,
Cu-Mn-O,1800,0.319474,0.634211,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-142309.53534647453,
Cu-Mn-O,1800,0.319474,0.597895,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-154278.35508726645,
Cu-Mn-O,1800,0.319474,0.561579,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-166185.61339106158,
Cu-Mn-O,1800,0.319474,0.525263,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-178008.13290979055,
Cu-Mn-O,1800,0.319474,0.488947,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-189708.1585180608,
Cu-Mn-O,1800,0.319474,0.452632,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-201219.7736028131,
Cu-Mn-O,1800,0.319474,0.416316,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-212416.56683448516,
Cu-Mn-O,1800,0.319474,0.38,0.300526,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-223017.49231664368,
Cu-Mn-O,1800,0.319474,0.343684,0.336842,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-232079.69536406203,
Cu-Mn-O,1800,0.319474,0.307368,0.373158,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-232816.05650677884,
