temp_K,radius_um,time_s,time_label,distance_from_surface_um,radial_position_um,cu_wt_pct
1723,250,600,10 min,1355.9322033898306,1605.9322033898306,0.30000000000015653
1723,250,600,10 min,1440.677966101695,1690.677966101695,0.29999999999996335
1723,250,600,10 min,1525.4237288135594,1775.4237288135594,0.30000000000000765
1723,250,600,10 min,1610.1694915254238,1860.1694915254238,0.2999999999999979
1723,250,600,10 min,1694.9152542372883,1944.9152542372883,0.30000000000000016
1723,250,600,10 min,1779.6610169491528,2029.6610169491528,0.2999999999999994
1723,250,600,10 min,1864.406779661017,2114.406779661017,0.29999999999999977
1723,250,600,10 min,1949.1525423728815,2199.1525423728817,0.29999999999999943
1723,250,600,10 min,2033.8983050847457,2283.8983050847455,0.2999999999999998
1723,250,600,10 min,2118.64406779661,2368.64406779661,0.29999999999999954
1723,250,600,10 min,2203.3898305084745,2453.3898305084745,0.29999999999999966
1723,250,600,10 min,2288.135593220339,2538.135593220339,0.2999999999999996
1723,250,600,10 min,2372.881355932204,2622.881355932204,0.299999999999999
1723,250,600,10 min,2457.627118644068,2707.627118644068,0.2999999999999998
1723,250,600,10 min,2542.3728813559323,2792.3728813559323,0.299999999999999
1723,250,600,10 min,2627.118644067797,2877.118644067797,0.29999999999999977
1723,250,600,10 min,2711.8644067796613,2961.8644067796613,0.2999999999999997
1723,250,600,10 min,2796.6101694915255,3046.6101694915255,0.2999999999999994
1723,250,600,10 min,2881.35593220339,3131.35593220339,0.2999999999999998
1723,250,600,10 min,2966.1016949152545,3216.1016949152545,0.29999999999999916
1723,250,600,10 min,3050.8474576271187,3300.8474576271187,0.3
1723,250,600,10 min,3135.593220338983,3385.593220338983,0.2999999999999995
1723,250,600,10 min,3220.3389830508477,3470.3389830508477,0.2999999999999995
1723,250,600,10 min,3305.0847457627124,3555.0847457627124,0.30000000000000016
1723,250,600,10 min,3389.8305084745766,3639.8305084745766,0.29999999999999916
1723,250,600,10 min,3474.576271186441,3724.576271186441,0.2999999999999995
1723,250,600,10 min,3559.3220338983056,3809.3220338983056,0.2999999999999994
1723,250,600,10 min,3644.06779661017,3894.06779661017,0.2999999999999995
1723,250,600,10 min,3728.813559322034,3978.813559322034,0.2999999999999993
1723,250,600,10 min,3813.5593220338983,4063.5593220338983,0.2999999999999998
1723,250,600,10 min,3898.305084745763,4148.305084745763,0.29999999999999977
1723,250,600,10 min,3983.0508474576277,4233.050847457627,0.2999999999999991
1723,250,600,10 min,4067.7966101694915,4317.796610169491,0.2999999999999998
1723,250,600,10 min,4152.542372881357,4402.542372881357,0.29999999999999977
1723,250,600,10 min,4237.28813559322,4487.28813559322,0.2999999999999993
1723,250,600,10 min,4322.033898305085,4572.033898305085,0.29999999999999977
1723,250,600,10 min,4406.779661016949,4656.779661016949,0.29999999999999927
1723,250,600,10 min,4491.525423728814,4741.525423728814,0.2999999999999991
1723,250,600,10 min,4576.271186440678,4826.271186440678,0.29999999999999954
1723,250,600,10 min,4661.016949152543,4911.016949152543,0.29999999999999954
1723,250,600,10 min,4745.762711864408,4995.762711864408,0.29999999999999977
1723,250,600,10 min,4830.5084745762715,5080.5084745762715,0.29999999999999977
1723,250,600,10 min,4915.254237288136,5165.254237288136,0.2999999999999997
1723,250,600,10 min,5000.0,5250.0,0.29999999999999954
1723,250,1800,30 min,0.0,250.0,0.010000000000000005
1723,250,1800,30 min,84.74576271186442,334.7457627118644,0.2942245282436591
1723,250,1800,30 min,169.49152542372883,419.49152542372883,0.3007573713513057
1723,250,1800,30 min,254.23728813559322,504.2372881355932,0.2998829781629877
1723,250,1800,30 min,338.98305084745766,588.9830508474577,0.3000194580941616
1723,250,1800,30 min,423.7288135593221,673.7288135593221,0.2999966589277202
1723,250,1800,30 min,508.47457627118644,758.4745762711864,0.30000057737188435
1723,250,1800,30 min,593.220338983051,843.220338983051,0.2999999018481045
1723,250,1800,30 min,677.9661016949153,927.9661016949153,0.3000000159348782
1723,250,1800,30 min,762.7118644067797,1012.7118644067797,0.2999999976634747
1723,250,1800,30 min,847.4576271186442,1097.4576271186443,0.30000000026258894
1723,250,1800,30 min,932.2033898305085,1182.2033898305085,0.29999999999793486
1723,250,1800,30 min,1016.9491525423729,1266.9491525423728,0.29999999998784843
1723,250,1800,30 min,1101.6949152542372,1351.6949152542372,0.3000000000055673
1723,250,1800,30 min,1186.440677966102,1436.440677966102,0.29999999999810406
1723,250,1800,30 min,1271.1864406779662,1521.1864406779662,0.3000000000005731
1723,250,1800,30 min,1355.9322033898306,1605.9322033898306,0.29999999999983684
1723,250,1800,30 min,1440.677966101695,1690.677966101695,0.30000000000004334
1723,250,1800,30 min,1525.4237288135594,1775.4237288135594,0.2999999999999883
1723,250,1800,30 min,1610.1694915254238,1860.1694915254238,0.3000000000000027
1723,250,1800,30 min,1694.9152542372883,1944.9152542372883,0.2999999999999988
1723,250,1800,30 min,1779.6610169491528,2029.6610169491528,0.2999999999999996
1723,250,1800,30 min,1864.406779661017,2114.406779661017,0.2999999999999996
1723,250,1800,30 min,1949.1525423728815,2199.1525423728817,0.2999999999999997
1723,250,1800,30 min,2033.8983050847457,2283.8983050847455,0.2999999999999996
1723,250,1800,30 min,2118.64406779661,2368.64406779661,0.2999999999999988
1723,250,1800,30 min,2203.3898305084745,2453.3898305084745,0.3
1723,250,1800,30 min,2288.135593220339,2538.135593220339,0.299999999999999
1723,250,1800,30 min,2372.881355932204,2622.881355932204,0.29999999999999977
1723,250,1800,30 min,2457.627118644068,2707.627118644068,0.2999999999999999
1723,250,1800,30 min,2542.3728813559323,2792.3728813559323,0.29999999999999905
1723,250,1800,30 min,2627.118644067797,2877.118644067797,0.3000000000000001
1723,250,1800,30 min,2711.8644067796613,2961.8644067796613,0.29999999999999916
1723,250,1800,30 min,2796.6101694915255,3046.6101694915255,0.2999999999999994
1723,250,1800,30 min,2881.35593220339,3131.35593220339,0.3
1723,250,1800,30 min,2966.1016949152545,3216.1016949152545,0.2999999999999993
1723,250,1800,30 min,3050.8474576271187,3300.8474576271187,0.2999999999999999
1723,250,1800,30 min,3135.593220338983,3385.593220338983,0.29999999999999977
1723,250,1800,30 min,3220.3389830508477,3470.3389830508477,0.2999999999999998
1723,250,1800,30 min,3305.0847457627124,3555.0847457627124,0.2999999999999994
1723,250,1800,30 min,3389.8305084745766,3639.8305084745766,0.29999999999999977
1723,250,1800,30 min,3474.576271186441,3724.576271186441,0.2999999999999993
1723,250,1800,30 min,3559.3220338983056,3809.3220338983056,0.29999999999999954
1723,250,1800,30 min,3644.06779661017,3894.06779661017,0.29999999999999954
1723,250,1800,30 min,3728.813559322034,3978.813559322034,0.2999999999999997
1723,250,1800,30 min,3813.5593220338983,4063.5593220338983,0.29999999999999966
1723,250,1800,30 min,3898.305084745763,4148.305084745763,0.2999999999999993
1723,250,1800,30 min,3983.0508474576277,4233.050847457627,0.2999999999999994
1723,250,1800,30 min,4067.7966101694915,4317.796610169491,0.2999999999999998
1723,250,1800,30 min,4152.542372881357,4402.542372881357,0.29999999999999977
1723,250,1800,30 min,4237.28813559322,4487.28813559322,0.29999999999999954
1723,250,1800,30 min,4322.033898305085,4572.033898305085,0.29999999999999927
1723,250,1800,30 min,4406.779661016949,4656.779661016949,0.2999999999999993
1723,250,1800,30 min,4491.525423728814,4741.525423728814,0.2999999999999994
1723,250,1800,30 min,4576.271186440678,4826.271186440678,0.2999999999999994
1723,250,1800,30 min,4661.016949152543,4911.016949152543,0.29999999999999954
1723,250,1800,30 min,4745.762711864408,4995.762711864408,0.2999999999999997
1723,250,1800,30 min,4830.5084745762715,5080.5084745762715,0.2999999999999996
1723,250,1800,30 min,4915.254237288136,5165.254237288136,0.2999999999999994
1723,250,1800,30 min,5000.0,5250.0,0.2999999999999999
1723,500,60,1 min,0.0,500.0,0.010000000000000005
1723,500,60,1 min,84.74576271186442,584.7457627118645,0.2997908379874383
